"","word"
"18851","especially"
"18852","if"
"18853","lady"
"18854","catherine"
"18855","should"
"18856","be"
"18857","so"
"18858","indulgent"
"18859","as"
"18860","to"
"18861","let"
"18862","him"
"18863","come"
"18864","to"
"18865","us"
"18866","again"
"18867","there"
"18868","is"
"18869","some"
"18870","sense"
"18871","in"
"18872","what"
"18873","he"
"18874","says"
"18875","about"
"18876","the"
"18877","girls"
"18878","however"
"18879","and"
"18880","if"
"18881","he"
"18882","is"
"18883","disposed"
"18884","to"
"18885","make"
"18886","them"
"18887","any"
"18888","amends"
"18889","i"
"18890","shall"
"18891","not"
"18892","be"
"18893","the"
"18894","person"
"18895","to"
"18896","discourage"
"18897","him"
"18898","though"
"18899","it"
"18900","is"
"18901","difficult"
"18902","said"
"18903","jane"
"18904","to"
"18905","guess"
"18906","in"
"18907","what"
"18908","way"
"18909","he"
"18910","can"
"18911","mean"
"18912","to"
"18913","make"
"18914","us"
"18915","the"
"18916","atonement"
"18917","he"
"18918","thinks"
"18919","our"
"18920","due"
"18921","the"
"18922","wish"
"18923","is"
"18924","certainly"
"18925","to"
"18926","his"
"18927","credit"
"18928","elizabeth"
"18929","was"
"18930","chiefly"
"18931","struck"
"18932","by"
"18933","his"
"18934","extraordinary"
"18935","deference"
"18936","for"
"18937","lady"
"18938","catherine"
"18939","and"
"18940","his"
"18941","kind"
"18942","intention"
"18943","of"
"18944","christening"
"18945","marrying"
"18946","and"
"18947","burying"
"18948","his"
"18949","parishioners"
"18950","whenever"
"18951","it"
"18952","were"
"18953","required"
"18954","he"
"18955","must"
"18956","be"
"18957","an"
"18958","oddity"
"18959","i"
"18960","think"
"18961","said"
"18962","she"
"18963","i"
"18964","cannot"
"18965","make"
"18966","him"
"18967","out"
"18968","there"
"18969","is"
"18970","something"
"18971","very"
"18972","pompous"
"18973","in"
"18974","his"
"18975","style"
"18976","and"
"18977","what"
"18978","can"
"18979","he"
"18980","mean"
"18981","by"
"18982","apologising"
"18983","for"
"18984","being"
"18985","next"
"18986","in"
"18987","the"
"18988","entail"
"18989","we"
"18990","cannot"
"18991","suppose"
"18992","he"
"18993","would"
"18994","help"
"18995","it"
"18996","if"
"18997","he"
"18998","could"
"18999","could"
"19000","he"
"19001","be"
"19002","a"
"19003","sensible"
"19004","man"
"19005","sir"
"19006","no"
"19007","my"
"19008","dear"
"19009","i"
"19010","think"
"19011","not"
"19012","i"
"19013","have"
"19014","great"
"19015","hopes"
"19016","of"
"19017","finding"
"19018","him"
"19019","quite"
"19020","the"
"19021","reverse"
"19022","there"
"19023","is"
"19024","a"
"19025","mixture"
"19026","of"
"19027","servility"
"19028","and"
"19029","self"
"19030","importance"
"19031","in"
"19032","his"
"19033","letter"
"19034","which"
"19035","promises"
"19036","well"
"19037","i"
"19038","am"
"19039","impatient"
"19040","to"
"19041","see"
"19042","him"
"19043","in"
"19044","point"
"19045","of"
"19046","composition"
"19047","said"
"19048","mary"
"19049","the"
"19050","letter"
"19051","does"
"19052","not"
"19053","seem"
"19054","defective"
"19055","the"
"19056","idea"
"19057","of"
"19058","the"
"19059","olive"
"19060","branch"
"19061","perhaps"
"19062","is"
"19063","not"
"19064","wholly"
"19065","new"
"19066","yet"
"19067","i"
"19068","think"
"19069","it"
"19070","is"
"19071","well"
"19072","expressed"
"19073","to"
"19074","catherine"
"19075","and"
"19076","lydia"
"19077","neither"
"19078","the"
"19079","letter"
"19080","nor"
"19081","its"
"19082","writer"
"19083","were"
"19084","in"
"19085","any"
"19086","degree"
"19087","interesting"
"19088","it"
"19089","was"
"19090","next"
"19091","to"
"19092","impossible"
"19093","that"
"19094","their"
"19095","cousin"
"19096","should"
"19097","come"
"19098","in"
"19099","a"
"19100","scarlet"
"19101","coat"
"19102","and"
"19103","it"
"19104","was"
"19105","now"
"19106","some"
"19107","weeks"
"19108","since"
"19109","they"
"19110","had"
"19111","received"
"19112","pleasure"
"19113","from"
"19114","the"
"19115","society"
"19116","of"
"19117","a"
"19118","man"
"19119","in"
"19120","any"
"19121","other"
"19122","colour"
"19123","as"
"19124","for"
"19125","their"
"19126","mother"
"19127","mr"
"19128","collins's"
"19129","letter"
"19130","had"
"19131","done"
"19132","away"
"19133","much"
"19134","of"
"19135","her"
"19136","ill"
"19137","will"
"19138","and"
"19139","she"
"19140","was"
"19141","preparing"
"19142","to"
"19143","see"
"19144","him"
"19145","with"
"19146","a"
"19147","degree"
"19148","of"
"19149","composure"
"19150","which"
"19151","astonished"
"19152","her"
"19153","husband"
"19154","and"
"19155","daughters"
"19156","mr"
"19157","collins"
"19158","was"
"19159","punctual"
"19160","to"
"19161","his"
"19162","time"
"19163","and"
"19164","was"
"19165","received"
"19166","with"
"19167","great"
"19168","politeness"
"19169","by"
"19170","the"
"19171","whole"
"19172","family"
"19173","mr"
"19174","bennet"
"19175","indeed"
"19176","said"
"19177","little"
"19178","but"
"19179","the"
"19180","ladies"
"19181","were"
"19182","ready"
"19183","enough"
"19184","to"
"19185","talk"
"19186","and"
"19187","mr"
"19188","collins"
"19189","seemed"
"19190","neither"
"19191","in"
"19192","need"
"19193","of"
"19194","encouragement"
"19195","nor"
"19196","inclined"
"19197","to"
"19198","be"
"19199","silent"
"19200","himself"
"19201","he"
"19202","was"
"19203","a"
"19204","tall"
"19205","heavy"
"19206","looking"
"19207","young"
"19208","man"
"19209","of"
"19210","five"
"19211","and"
"19212","twenty"
"19213","his"
"19214","air"
"19215","was"
"19216","grave"
"19217","and"
"19218","stately"
"19219","and"
"19220","his"
"19221","manners"
"19222","were"
"19223","very"
"19224","formal"
"19225","he"
"19226","had"
"19227","not"
"19228","been"
"19229","long"
"19230","seated"
"19231","before"
"19232","he"
"19233","complimented"
"19234","mrs"
"19235","bennet"
"19236","on"
"19237","having"
"19238","so"
"19239","fine"
"19240","a"
"19241","family"
"19242","of"
"19243","daughters"
"19244","said"
"19245","he"
"19246","had"
"19247","heard"
"19248","much"
"19249","of"
"19250","their"
"19251","beauty"
"19252","but"
"19253","that"
"19254","in"
"19255","this"
"19256","instance"
"19257","fame"
"19258","had"
"19259","fallen"
"19260","short"
"19261","of"
"19262","the"
"19263","truth"
"19264","and"
"19265","added"
"19266","that"
"19267","he"
"19268","did"
"19269","not"
"19270","doubt"
"19271","her"
"19272","seeing"
"19273","them"
"19274","all"
"19275","in"
"19276","due"
"19277","time"
"19278","disposed"
"19279","of"
"19280","in"
"19281","marriage"
"19282","this"
"19283","gallantry"
"19284","was"
"19285","not"
"19286","much"
"19287","to"
"19288","the"
"19289","taste"
"19290","of"
"19291","some"
"19292","of"
"19293","his"
"19294","hearers"
"19295","but"
"19296","mrs"
"19297","bennet"
"19298","who"
"19299","quarreled"
"19300","with"
"19301","no"
"19302","compliments"
"19303","answered"
"19304","most"
"19305","readily"
"19306","you"
"19307","are"
"19308","very"
"19309","kind"
"19310","i"
"19311","am"
"19312","sure"
"19313","and"
"19314","i"
"19315","wish"
"19316","with"
"19317","all"
"19318","my"
"19319","heart"
"19320","it"
"19321","may"
"19322","prove"
"19323","so"
"19324","for"
"19325","else"
"19326","they"
"19327","will"
"19328","be"
"19329","destitute"
"19330","enough"
"19331","things"
"19332","are"
"19333","settled"
"19334","so"
"19335","oddly"
"19336","you"
"19337","allude"
"19338","perhaps"
"19339","to"
"19340","the"
"19341","entail"
"19342","of"
"19343","this"
"19344","estate"
"19345","ah"
"19346","sir"
"19347","i"
"19348","do"
"19349","indeed"
"19350","it"
"19351","is"
"19352","a"
"19353","grievous"
"19354","affair"
"19355","to"
"19356","my"
"19357","poor"
"19358","girls"
"19359","you"
"19360","must"
"19361","confess"
"19362","not"
"19363","that"
"19364","i"
"19365","mean"
"19366","to"
"19367","find"
"19368","fault"
"19369","with"
"19370","you"
"19371","for"
"19372","such"
"19373","things"
"19374","i"
"19375","know"
"19376","are"
"19377","all"
"19378","chance"
"19379","in"
"19380","this"
"19381","world"
"19382","there"
"19383","is"
"19384","no"
"19385","knowing"
"19386","how"
"19387","estates"
"19388","will"
"19389","go"
"19390","when"
"19391","once"
"19392","they"
"19393","come"
"19394","to"
"19395","be"
"19396","entailed"
"19397","i"
"19398","am"
"19399","very"
"19400","sensible"
"19401","madam"
"19402","of"
"19403","the"
"19404","hardship"
"19405","to"
"19406","my"
"19407","fair"
"19408","cousins"
"19409","and"
"19410","could"
"19411","say"
"19412","much"
"19413","on"
"19414","the"
"19415","subject"
"19416","but"
"19417","that"
"19418","i"
"19419","am"
"19420","cautious"
"19421","of"
"19422","appearing"
"19423","forward"
"19424","and"
"19425","precipitate"
"19426","but"
"19427","i"
"19428","can"
"19429","assure"
"19430","the"
"19431","young"
"19432","ladies"
"19433","that"
"19434","i"
"19435","come"
"19436","prepared"
"19437","to"
"19438","admire"
"19439","them"
"19440","at"
"19441","present"
"19442","i"
"19443","will"
"19444","not"
"19445","say"
"19446","more"
"19447","but"
"19448","perhaps"
"19449","when"
"19450","we"
"19451","are"
"19452","better"
"19453","acquainted"
"19454","he"
"19455","was"
"19456","interrupted"
"19457","by"
"19458","a"
"19459","summons"
"19460","to"
"19461","dinner"
"19462","and"
"19463","the"
"19464","girls"
"19465","smiled"
"19466","on"
"19467","each"
"19468","other"
"19469","they"
"19470","were"
"19471","not"
"19472","the"
"19473","only"
"19474","objects"
"19475","of"
"19476","mr"
"19477","collins's"
"19478","admiration"
"19479","the"
"19480","hall"
"19481","the"
"19482","dining"
"19483","room"
"19484","and"
"19485","all"
"19486","its"
"19487","furniture"
"19488","were"
"19489","examined"
"19490","and"
"19491","praised"
"19492","and"
"19493","his"
"19494","commendation"
"19495","of"
"19496","everything"
"19497","would"
"19498","have"
"19499","touched"
"19500","mrs"
"19501","bennet's"
"19502","heart"
"19503","but"
"19504","for"
"19505","the"
"19506","mortifying"
"19507","supposition"
"19508","of"
"19509","his"
"19510","viewing"
"19511","it"
"19512","all"
"19513","as"
"19514","his"
"19515","own"
"19516","future"
"19517","property"
"19518","the"
"19519","dinner"
"19520","too"
"19521","in"
"19522","its"
"19523","turn"
"19524","was"
"19525","highly"
"19526","admired"
"19527","and"
"19528","he"
"19529","begged"
"19530","to"
"19531","know"
"19532","to"
"19533","which"
"19534","of"
"19535","his"
"19536","fair"
"19537","cousins"
"19538","the"
"19539","excellency"
"19540","of"
"19541","its"
"19542","cooking"
"19543","was"
"19544","owing"
"19545","but"
"19546","he"
"19547","was"
"19548","set"
"19549","right"
"19550","there"
"19551","by"
"19552","mrs"
"19553","bennet"
"19554","who"
"19555","assured"
"19556","him"
"19557","with"
"19558","some"
"19559","asperity"
"19560","that"
"19561","they"
"19562","were"
"19563","very"
"19564","well"
"19565","able"
"19566","to"
"19567","keep"
"19568","a"
"19569","good"
"19570","cook"
"19571","and"
"19572","that"
"19573","her"
"19574","daughters"
"19575","had"
"19576","nothing"
"19577","to"
"19578","do"
"19579","in"
"19580","the"
"19581","kitchen"
"19582","he"
"19583","begged"
"19584","pardon"
"19585","for"
"19586","having"
"19587","displeased"
"19588","her"
"19589","in"
"19590","a"
"19591","softened"
"19592","tone"
"19593","she"
"19594","declared"
"19595","herself"
"19596","not"
"19597","at"
"19598","all"
"19599","offended"
"19600","but"
"19601","he"
"19602","continued"
"19603","to"
"19604","apologise"
"19605","for"
"19606","about"
"19607","a"
"19608","quarter"
"19609","of"
"19610","an"
"19611","hour"
"19612","chapter"
"19613","14"
"19614","during"
"19615","dinner"
"19616","mr"
"19617","bennet"
"19618","scarcely"
"19619","spoke"
"19620","at"
"19621","all"
"19622","but"
"19623","when"
"19624","the"
"19625","servants"
"19626","were"
"19627","withdrawn"
"19628","he"
"19629","thought"
"19630","it"
"19631","time"
"19632","to"
"19633","have"
"19634","some"
"19635","conversation"
"19636","with"
"19637","his"
"19638","guest"
"19639","and"
"19640","therefore"
"19641","started"
"19642","a"
"19643","subject"
"19644","in"
"19645","which"
"19646","he"
"19647","expected"
"19648","him"
"19649","to"
"19650","shine"
"19651","by"
"19652","observing"
"19653","that"
"19654","he"
"19655","seemed"
"19656","very"
"19657","fortunate"
"19658","in"
"19659","his"
"19660","patroness"
"19661","lady"
"19662","catherine"
"19663","de"
"19664","bourgh's"
"19665","attention"
"19666","to"
"19667","his"
"19668","wishes"
"19669","and"
"19670","consideration"
"19671","for"
"19672","his"
"19673","comfort"
"19674","appeared"
"19675","very"
"19676","remarkable"
"19677","mr"
"19678","bennet"
"19679","could"
"19680","not"
"19681","have"
"19682","chosen"
"19683","better"
"19684","mr"
"19685","collins"
"19686","was"
"19687","eloquent"
"19688","in"
"19689","her"
"19690","praise"
"19691","the"
"19692","subject"
"19693","elevated"
"19694","him"
"19695","to"
"19696","more"
"19697","than"
"19698","usual"
"19699","solemnity"
"19700","of"
"19701","manner"
"19702","and"
"19703","with"
"19704","a"
"19705","most"
"19706","important"
"19707","aspect"
"19708","he"
"19709","protested"
"19710","that"
"19711","he"
"19712","had"
"19713","never"
"19714","in"
"19715","his"
"19716","life"
"19717","witnessed"
"19718","such"
"19719","behaviour"
"19720","in"
"19721","a"
"19722","person"
"19723","of"
"19724","rank"
"19725","such"
"19726","affability"
"19727","and"
"19728","condescension"
"19729","as"
"19730","he"
"19731","had"
"19732","himself"
"19733","experienced"
"19734","from"
"19735","lady"
"19736","catherine"
"19737","she"
"19738","had"
"19739","been"
"19740","graciously"
"19741","pleased"
"19742","to"
"19743","approve"
"19744","of"
"19745","both"
"19746","of"
"19747","the"
"19748","discourses"
"19749","which"
"19750","he"
"19751","had"
"19752","already"
"19753","had"
"19754","the"
"19755","honour"
"19756","of"
"19757","preaching"
"19758","before"
"19759","her"
"19760","she"
"19761","had"
"19762","also"
"19763","asked"
"19764","him"
"19765","twice"
"19766","to"
"19767","dine"
"19768","at"
"19769","rosings"
"19770","and"
"19771","had"
"19772","sent"
"19773","for"
"19774","him"
"19775","only"
"19776","the"
"19777","saturday"
"19778","before"
"19779","to"
"19780","make"
"19781","up"
"19782","her"
"19783","pool"
"19784","of"
"19785","quadrille"
"19786","in"
"19787","the"
"19788","evening"
"19789","lady"
"19790","catherine"
"19791","was"
"19792","reckoned"
"19793","proud"
"19794","by"
"19795","many"
"19796","people"
"19797","he"
"19798","knew"
"19799","but"
"19800","he"
"19801","had"
"19802","never"
"19803","seen"
"19804","anything"
"19805","but"
"19806","affability"
"19807","in"
"19808","her"
"19809","she"
"19810","had"
"19811","always"
"19812","spoken"
"19813","to"
"19814","him"
"19815","as"
"19816","she"
"19817","would"
"19818","to"
"19819","any"
"19820","other"
"19821","gentleman"
"19822","she"
"19823","made"
"19824","not"
"19825","the"
"19826","smallest"
"19827","objection"
"19828","to"
"19829","his"
"19830","joining"
"19831","in"
"19832","the"
"19833","society"
"19834","of"
"19835","the"
"19836","neighbourhood"
"19837","nor"
"19838","to"
"19839","his"
"19840","leaving"
"19841","the"
"19842","parish"
"19843","occasionally"
"19844","for"
"19845","a"
"19846","week"
"19847","or"
"19848","two"
"19849","to"
"19850","visit"
"19851","his"
"19852","relations"
"19853","she"
"19854","had"
"19855","even"
"19856","condescended"
"19857","to"
"19858","advise"
"19859","him"
"19860","to"
"19861","marry"
"19862","as"
"19863","soon"
"19864","as"
"19865","he"
"19866","could"
"19867","provided"
"19868","he"
"19869","chose"
"19870","with"
"19871","discretion"
"19872","and"
"19873","had"
"19874","once"
"19875","paid"
"19876","him"
"19877","a"
"19878","visit"
"19879","in"
"19880","his"
"19881","humble"
"19882","parsonage"
"19883","where"
"19884","she"
"19885","had"
"19886","perfectly"
"19887","approved"
"19888","all"
"19889","the"
"19890","alterations"
"19891","he"
"19892","had"
"19893","been"
"19894","making"
"19895","and"
"19896","had"
"19897","even"
"19898","vouchsafed"
"19899","to"
"19900","suggest"
"19901","some"
"19902","herself"
"19903","some"
"19904","shelves"
"19905","in"
"19906","the"
"19907","closet"
"19908","up"
"19909","stairs"
"19910","that"
"19911","is"
"19912","all"
"19913","very"
"19914","proper"
"19915","and"
"19916","civil"
"19917","i"
"19918","am"
"19919","sure"
"19920","said"
"19921","mrs"
"19922","bennet"
"19923","and"
"19924","i"
"19925","dare"
"19926","say"
"19927","she"
"19928","is"
"19929","a"
"19930","very"
"19931","agreeable"
"19932","woman"
"19933","it"
"19934","is"
"19935","a"
"19936","pity"
"19937","that"
"19938","great"
"19939","ladies"
"19940","in"
"19941","general"
"19942","are"
"19943","not"
"19944","more"
"19945","like"
"19946","her"
"19947","does"
"19948","she"
"19949","live"
"19950","near"
"19951","you"
"19952","sir"
"19953","the"
"19954","garden"
"19955","in"
"19956","which"
"19957","stands"
"19958","my"
"19959","humble"
"19960","abode"
"19961","is"
"19962","separated"
"19963","only"
"19964","by"
"19965","a"
"19966","lane"
"19967","from"
"19968","rosings"
"19969","park"
"19970","her"
"19971","ladyship's"
"19972","residence"
"19973","i"
"19974","think"
"19975","you"
"19976","said"
"19977","she"
"19978","was"
"19979","a"
"19980","widow"
"19981","sir"
"19982","has"
"19983","she"
"19984","any"
"19985","family"
"19986","she"
"19987","has"
"19988","only"
"19989","one"
"19990","daughter"
"19991","the"
"19992","heiress"
"19993","of"
"19994","rosings"
"19995","and"
"19996","of"
"19997","very"
"19998","extensive"
"19999","property"
"20000","ah"
"20001","said"
"20002","mrs"
"20003","bennet"
"20004","shaking"
"20005","her"
"20006","head"
"20007","then"
"20008","she"
"20009","is"
"20010","better"
"20011","off"
"20012","than"
"20013","many"
"20014","girls"
"20015","and"
"20016","what"
"20017","sort"
"20018","of"
"20019","young"
"20020","lady"
"20021","is"
"20022","she"
"20023","is"
"20024","she"
"20025","handsome"
"20026","she"
"20027","is"
"20028","a"
"20029","most"
"20030","charming"
"20031","young"
"20032","lady"
"20033","indeed"
"20034","lady"
"20035","catherine"
"20036","herself"
"20037","says"
"20038","that"
"20039","in"
"20040","point"
"20041","of"
"20042","true"
"20043","beauty"
"20044","miss"
"20045","de"
"20046","bourgh"
"20047","is"
"20048","far"
"20049","superior"
"20050","to"
"20051","the"
"20052","handsomest"
"20053","of"
"20054","her"
"20055","sex"
"20056","because"
"20057","there"
"20058","is"
"20059","that"
"20060","in"
"20061","her"
"20062","features"
"20063","which"
"20064","marks"
"20065","the"
"20066","young"
"20067","lady"
"20068","of"
"20069","distinguished"
"20070","birth"
"20071","she"
"20072","is"
"20073","unfortunately"
"20074","of"
"20075","a"
"20076","sickly"
"20077","constitution"
"20078","which"
"20079","has"
"20080","prevented"
"20081","her"
"20082","from"
"20083","making"
"20084","that"
"20085","progress"
"20086","in"
"20087","many"
"20088","accomplishments"
"20089","which"
"20090","she"
"20091","could"
"20092","not"
"20093","have"
"20094","otherwise"
"20095","failed"
"20096","of"
"20097","as"
"20098","i"
"20099","am"
"20100","informed"
"20101","by"
"20102","the"
"20103","lady"
"20104","who"
"20105","superintended"
"20106","her"
"20107","education"
"20108","and"
"20109","who"
"20110","still"
"20111","resides"
"20112","with"
"20113","them"
"20114","but"
"20115","she"
"20116","is"
"20117","perfectly"
"20118","amiable"
"20119","and"
"20120","often"
"20121","condescends"
"20122","to"
"20123","drive"
"20124","by"
"20125","my"
"20126","humble"
"20127","abode"
"20128","in"
"20129","her"
"20130","little"
"20131","phaeton"
"20132","and"
"20133","ponies"
"20134","has"
"20135","she"
"20136","been"
"20137","presented"
"20138","i"
"20139","do"
"20140","not"
"20141","remember"
"20142","her"
"20143","name"
"20144","among"
"20145","the"
"20146","ladies"
"20147","at"
"20148","court"
"20149","her"
"20150","indifferent"
"20151","state"
"20152","of"
"20153","health"
"20154","unhappily"
"20155","prevents"
"20156","her"
"20157","being"
"20158","in"
"20159","town"
"20160","and"
"20161","by"
"20162","that"
"20163","means"
"20164","as"
"20165","i"
"20166","told"
"20167","lady"
"20168","catherine"
"20169","one"
"20170","day"
"20171","has"
"20172","deprived"
"20173","the"
"20174","british"
"20175","court"
"20176","of"
"20177","its"
"20178","brightest"
"20179","ornament"
"20180","her"
"20181","ladyship"
"20182","seemed"
"20183","pleased"
"20184","with"
"20185","the"
"20186","idea"
"20187","and"
"20188","you"
"20189","may"
"20190","imagine"
"20191","that"
"20192","i"
"20193","am"
"20194","happy"
"20195","on"
"20196","every"
"20197","occasion"
"20198","to"
"20199","offer"
"20200","those"
"20201","little"
"20202","delicate"
"20203","compliments"
"20204","which"
"20205","are"
"20206","always"
"20207","acceptable"
"20208","to"
"20209","ladies"
"20210","i"
"20211","have"
"20212","more"
"20213","than"
"20214","once"
"20215","observed"
"20216","to"
"20217","lady"
"20218","catherine"
"20219","that"
"20220","her"
"20221","charming"
"20222","daughter"
"20223","seemed"
"20224","born"
"20225","to"
"20226","be"
"20227","a"
"20228","duchess"
"20229","and"
"20230","that"
"20231","the"
"20232","most"
"20233","elevated"
"20234","rank"
"20235","instead"
"20236","of"
"20237","giving"
"20238","her"
"20239","consequence"
"20240","would"
"20241","be"
"20242","adorned"
"20243","by"
"20244","her"
"20245","these"
"20246","are"
"20247","the"
"20248","kind"
"20249","of"
"20250","little"
"20251","things"
"20252","which"
"20253","please"
"20254","her"
"20255","ladyship"
"20256","and"
"20257","it"
"20258","is"
"20259","a"
"20260","sort"
"20261","of"
"20262","attention"
"20263","which"
"20264","i"
"20265","conceive"
"20266","myself"
"20267","peculiarly"
"20268","bound"
"20269","to"
"20270","pay"
"20271","you"
"20272","judge"
"20273","very"
"20274","properly"
"20275","said"
"20276","mr"
"20277","bennet"
"20278","and"
"20279","it"
"20280","is"
"20281","happy"
"20282","for"
"20283","you"
"20284","that"
"20285","you"
"20286","possess"
"20287","the"
"20288","talent"
"20289","of"
"20290","flattering"
"20291","with"
"20292","delicacy"
"20293","may"
"20294","i"
"20295","ask"
"20296","whether"
"20297","these"
"20298","pleasing"
"20299","attentions"
"20300","proceed"
"20301","from"
"20302","the"
"20303","impulse"
"20304","of"
"20305","the"
"20306","moment"
"20307","or"
"20308","are"
"20309","the"
"20310","result"
"20311","of"
"20312","previous"
"20313","study"
"20314","they"
"20315","arise"
"20316","chiefly"
"20317","from"
"20318","what"
"20319","is"
"20320","passing"
"20321","at"
"20322","the"
"20323","time"
"20324","and"
"20325","though"
"20326","i"
"20327","sometimes"
"20328","amuse"
"20329","myself"
"20330","with"
"20331","suggesting"
"20332","and"
"20333","arranging"
"20334","such"
"20335","little"
"20336","elegant"
"20337","compliments"
"20338","as"
"20339","may"
"20340","be"
"20341","adapted"
"20342","to"
"20343","ordinary"
"20344","occasions"
"20345","i"
"20346","always"
"20347","wish"
"20348","to"
"20349","give"
"20350","them"
"20351","as"
"20352","unstudied"
"20353","an"
"20354","air"
"20355","as"
"20356","possible"
"20357","mr"
"20358","bennet's"
"20359","expectations"
"20360","were"
"20361","fully"
"20362","answered"
"20363","his"
"20364","cousin"
"20365","was"
"20366","as"
"20367","absurd"
"20368","as"
"20369","he"
"20370","had"
"20371","hoped"
"20372","and"
"20373","he"
"20374","listened"
"20375","to"
"20376","him"
"20377","with"
"20378","the"
"20379","keenest"
"20380","enjoyment"
"20381","maintaining"
"20382","at"
"20383","the"
"20384","same"
"20385","time"
"20386","the"
"20387","most"
"20388","resolute"
"20389","composure"
"20390","of"
"20391","countenance"
"20392","and"
"20393","except"
"20394","in"
"20395","an"
"20396","occasional"
"20397","glance"
"20398","at"
"20399","elizabeth"
"20400","requiring"
"20401","no"
"20402","partner"
"20403","in"
"20404","his"
"20405","pleasure"
"20406","by"
"20407","tea"
"20408","time"
"20409","however"
"20410","the"
"20411","dose"
"20412","had"
"20413","been"
"20414","enough"
"20415","and"
"20416","mr"
"20417","bennet"
"20418","was"
"20419","glad"
"20420","to"
"20421","take"
"20422","his"
"20423","guest"
"20424","into"
"20425","the"
"20426","drawing"
"20427","room"
"20428","again"
"20429","and"
"20430","when"
"20431","tea"
"20432","was"
"20433","over"
"20434","glad"
"20435","to"
"20436","invite"
"20437","him"
"20438","to"
"20439","read"
"20440","aloud"
"20441","to"
"20442","the"
"20443","ladies"
"20444","mr"
"20445","collins"
"20446","readily"
"20447","assented"
"20448","and"
"20449","a"
"20450","book"
"20451","was"
"20452","produced"
"20453","but"
"20454","on"
"20455","beholding"
"20456","it"
"20457","for"
"20458","everything"
"20459","announced"
"20460","it"
"20461","to"
"20462","be"
"20463","from"
"20464","a"
"20465","circulating"
"20466","library"
"20467","he"
"20468","started"
"20469","back"
"20470","and"
"20471","begging"
"20472","pardon"
"20473","protested"
"20474","that"
"20475","he"
"20476","never"
"20477","read"
"20478","novels"
"20479","kitty"
"20480","stared"
"20481","at"
"20482","him"
"20483","and"
"20484","lydia"
"20485","exclaimed"
"20486","other"
"20487","books"
"20488","were"
"20489","produced"
"20490","and"
"20491","after"
"20492","some"
"20493","deliberation"
"20494","he"
"20495","chose"
"20496","fordyce's"
"20497","sermons"
"20498","lydia"
"20499","gaped"
"20500","as"
"20501","he"
"20502","opened"
"20503","the"
"20504","volume"
"20505","and"
"20506","before"
"20507","he"
"20508","had"
"20509","with"
"20510","very"
"20511","monotonous"
"20512","solemnity"
"20513","read"
"20514","three"
"20515","pages"
"20516","she"
"20517","interrupted"
"20518","him"
"20519","with"
"20520","do"
"20521","you"
"20522","know"
"20523","mamma"
"20524","that"
"20525","my"
"20526","uncle"
"20527","phillips"
"20528","talks"
"20529","of"
"20530","turning"
"20531","away"
"20532","richard"
"20533","and"
"20534","if"
"20535","he"
"20536","does"
"20537","colonel"
"20538","forster"
"20539","will"
"20540","hire"
"20541","him"
"20542","my"
"20543","aunt"
"20544","told"
"20545","me"
"20546","so"
"20547","herself"
"20548","on"
"20549","saturday"
"20550","i"
"20551","shall"
"20552","walk"
"20553","to"
"20554","meryton"
"20555","to"
"20556","morrow"
"20557","to"
"20558","hear"
"20559","more"
"20560","about"
"20561","it"
"20562","and"
"20563","to"
"20564","ask"
"20565","when"
"20566","mr"
"20567","denny"
"20568","comes"
"20569","back"
"20570","from"
"20571","town"
"20572","lydia"
"20573","was"
"20574","bid"
"20575","by"
"20576","her"
"20577","two"
"20578","eldest"
"20579","sisters"
"20580","to"
"20581","hold"
"20582","her"
"20583","tongue"
"20584","but"
"20585","mr"
"20586","collins"
"20587","much"
"20588","offended"
"20589","laid"
"20590","aside"
"20591","his"
"20592","book"
"20593","and"
"20594","said"
"20595","i"
"20596","have"
"20597","often"
"20598","observed"
"20599","how"
"20600","little"
"20601","young"
"20602","ladies"
"20603","are"
"20604","interested"
"20605","by"
"20606","books"
"20607","of"
"20608","a"
"20609","serious"
"20610","stamp"
"20611","though"
"20612","written"
"20613","solely"
"20614","for"
"20615","their"
"20616","benefit"
"20617","it"
"20618","amazes"
"20619","me"
"20620","i"
"20621","confess"
"20622","for"
"20623","certainly"
"20624","there"
"20625","can"
"20626","be"
"20627","nothing"
"20628","so"
"20629","advantageous"
"20630","to"
"20631","them"
"20632","as"
"20633","instruction"
"20634","but"
"20635","i"
"20636","will"
"20637","no"
"20638","longer"
"20639","importune"
"20640","my"
"20641","young"
"20642","cousin"
"20643","then"
"20644","turning"
"20645","to"
"20646","mr"
"20647","bennet"
"20648","he"
"20649","offered"
"20650","himself"
"20651","as"
"20652","his"
"20653","antagonist"
"20654","at"
"20655","backgammon"
"20656","mr"
"20657","bennet"
"20658","accepted"
"20659","the"
"20660","challenge"
"20661","observing"
"20662","that"
"20663","he"
"20664","acted"
"20665","very"
"20666","wisely"
"20667","in"
"20668","leaving"
"20669","the"
"20670","girls"
"20671","to"
"20672","their"
"20673","own"
"20674","trifling"
"20675","amusements"
"20676","mrs"
"20677","bennet"
"20678","and"
"20679","her"
"20680","daughters"
"20681","apologised"
"20682","most"
"20683","civilly"
"20684","for"
"20685","lydia's"
"20686","interruption"
"20687","and"
"20688","promised"
"20689","that"
"20690","it"
"20691","should"
"20692","not"
"20693","occur"
"20694","again"
"20695","if"
"20696","he"
"20697","would"
"20698","resume"
"20699","his"
"20700","book"
"20701","but"
